"dis1","dis2","Count"
"胃小弯恶性肿瘤","高血压I期",3
"胃小弯恶性肿瘤","急性十二指肠溃疡",1
"胃小弯恶性肿瘤","脑梗死后遗症",1
"胃小弯恶性肿瘤","贫血",1
"胃小弯恶性肿瘤","下肢血栓性静脉炎",1
"胃小弯恶性肿瘤","血小板减少症",1
"胃小弯恶性肿瘤","腰肌劳损",1
"胃原位癌","2型糖尿病",2
"胃原位癌","Ⅰ度房室传导阻滞",1
"胃原位癌","残胃炎",1
"胃原位癌","陈旧性心肌梗死",1
"胃原位癌","低蛋白血症",5
"胃原位癌","低钾血症",1
"胃原位癌","低钠血症",2
"胃原位癌","电解质代谢紊乱",1
"胃原位癌","房性早搏",1
"胃原位癌","肺结核",1
"胃原位癌","腹腔淋巴结继发恶性肿瘤",1
"胃原位癌","肝继发恶性肿瘤",1
"胃原位癌","肝硬化失代偿期",1
"胃原位癌","高血压I期",2
"胃原位癌","高血压病",2
"胃原位癌","高脂血症",1
"胃原位癌","冠状动脉粥样硬化",1
"胃原位癌","后天性食管憩室",1
"胃原位癌","急性上消化道出血",2
"胃原位癌","急性失血性贫血",1
"胃原位癌","结肠溃疡",1
"胃原位癌","结肠息肉",1
"胃原位癌","慢性丙型病毒性肝炎",1
"胃原位癌","慢性萎缩性胃炎",2
"胃原位癌","慢性胃炎",1
"胃原位癌","慢性乙型病毒性肝炎",1
"胃原位癌","梅毒",1
"胃原位癌","脑出血",1
"胃原位癌","脑梗死",1
"胃原位癌","贫血",1
"胃原位癌","腔隙性脑梗死",1
"胃原位癌","十二指肠球部息肉",1
"胃原位癌","食管白斑",4
"胃原位癌","食管贲门粘膜撕裂综合征",3
"胃原位癌","食管炎",1
"胃原位癌","室性早搏",1
"胃原位癌","胃溃疡",1
"胃原位癌","胃息肉",2
"胃原位癌","心律失常",3
"胃原位癌","腰椎椎管狭窄",1
"下颌骨良性肿瘤","后天性肾囊肿",1
"下颌骨良性肿瘤","慢性阻塞性肺病",1
"下咽壁恶性肿瘤","肺部感染",1
"下咽壁恶性肿瘤","肺继发恶性肿瘤",1
"下咽壁恶性肿瘤","失血性休克",1
"下叶，支气管或肺的恶性肿瘤","肺不张",1
"下肢短骨良性肿瘤","高血压I期",1
"下肢短骨良性肿瘤","高血压病",1
"下肢骨继发恶性肿瘤","椎动脉粥样硬化",1
"下肢结缔组织和软组织恶性肿瘤","前列腺增生",1
"下肢结缔组织和软组织恶性肿瘤","脂肪肝",1
"下肢良性肿瘤","静脉血栓形成",1
"消化道恶性肿瘤","2型糖尿病",1
"消化道恶性肿瘤","2型糖尿病伴多并发症",1
"消化道恶性肿瘤","2型糖尿病性视网膜病变",1
"消化道恶性肿瘤","肺炎",1
"消化道恶性肿瘤","肝囊肿",1
"消化道恶性肿瘤","肝占位性病变",1
"消化道恶性肿瘤","高血压病",1
"消化道恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"消化道恶性肿瘤","心房颤动",1
"消化道恶性肿瘤","心律失常",1
"消化道恶性肿瘤","胸腔积液",1
"消化器官特指部位原位癌","胆囊炎",1
"消化器官特指部位原位癌","高血压Ⅱ期",1
"消化器官特指部位原位癌","慢性萎缩性胃炎",2
"消化器官特指部位原位癌","前列腺增生",1
"消化器官特指部位原位癌","食管白斑",1
"消化器官特指部位原位癌","食管炎",1
"消化器官特指部位原位癌","心动过缓",1
"消化系统肿瘤","肺间质纤维化(炎症后)",1
"消化系统肿瘤","肺水肿",1
"消化系统肿瘤","淋巴结肿大",1
"消化系统肿瘤","肾恶性肿瘤",1
"小肠恶性肿瘤","颈部淋巴结继发恶性肿瘤",1
"小肠良性肿瘤","肠道菌群失调",1
"小肠良性肿瘤","肝囊肿",1
"小肠良性肿瘤","高血压I",1
"小肠良性肿瘤","后天性小肠畸形",1
"小肠良性肿瘤","肌筋膜炎",1
"小肠良性肿瘤","脾区综合征",1
"小肠良性肿瘤","食管良性肿瘤",1
"小肠良性肿瘤","胃溃疡",1
"小肠良性肿瘤","胃良性肿瘤",1
"小肠良性肿瘤","先天性小肠血管畸形",1
"小肠良性肿瘤","脂肪肝",1
"小脑扁桃体恶性肿瘤","鼻中隔偏曲",1
"小脑扁桃体恶性肿瘤","颈椎退行性病变",1
"小脑继发性恶性肿瘤","低钠血症",1
"小脑继发性恶性肿瘤","纵隔继发性恶性肿瘤",1
"小脑肿瘤","高血压病",1
"小脑肿瘤","结肠恶性肿瘤",1
"心包恶性肿瘤","肝继发恶性肿瘤",1
"心包恶性肿瘤","截瘫",1
"心包恶性肿瘤","胸膜继发恶性肿瘤",1
"心脏继发恶性肿瘤","脑继发恶性肿瘤",1
"心脏肿瘤","维生素B12缺乏症",1
"心脏肿瘤","坠积性肺炎",1
"胸壁继发性恶性肿瘤","乳房佩吉特氏病伴浸润性导管癌",1
"胸壁淋巴结继发恶性肿瘤","恶性胸腔积液",1
"胸壁淋巴结继发恶性肿瘤","化疗后骨髓抑制",1
"胸壁淋巴结继发恶性肿瘤","肋骨恶性肿瘤",1
"胸壁淋巴结继发恶性肿瘤","淋巴结继发恶性肿瘤",1
"胸壁淋巴结继发恶性肿瘤","乳腺恶性肿瘤",1
"胸壁淋巴结继发恶性肿瘤","胸内淋巴结继发恶性肿瘤",1
"胸壁淋巴结继发恶性肿瘤","胸腔继发恶性肿瘤",1
"胸壁淋巴结继发恶性肿瘤","腋下淋巴结继发恶性肿瘤",1
"胸壁淋巴结继发恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"胸部恶性肿瘤","肺继发恶性肿瘤",1
"胸部恶性肿瘤","高血压病",1
"胸部恶性肿瘤","乳腺恶性肿瘤",1
"胸部恶性肿瘤","纵隔继发恶性肿瘤",1
"胸部结缔组织和软组织恶性肿瘤","恶性胸腔积液",1
"胸部结缔组织和软组织恶性肿瘤","骨继发恶性肿瘤",2
"胸部结缔组织和软组织恶性肿瘤","间质性肺病",1
"胸部结缔组织和软组织恶性肿瘤","脑继发恶性肿瘤",2
"胸部结缔组织和软组织恶性肿瘤","胸骨恶性肿瘤",1
"胸部结缔组织良性肿瘤","多发性结肠息肉",1
"胸部结缔组织良性肿瘤","慢性胃炎",1
"胸部食管恶性肿瘤","肺部感染",1
"胸部食管恶性肿瘤","肝囊肿",1
"胸部食管恶性肿瘤","高血压Ⅲ期",1
"胸部食管恶性肿瘤","高血压I期",1
"胸部食管恶性肿瘤","高血压病",1
"胸部食管恶性肿瘤","功能性腹痛综合征",1
"胸部食管恶性肿瘤","会厌囊肿",1
"胸部食管恶性肿瘤","结核性腹腔积液",1
"胸部食管恶性肿瘤","慢性咽炎",1
"胸部食管恶性肿瘤","上消化道出血",1
"胸部食管恶性肿瘤","食管支气管瘘",1
"胸部食管恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"胸骨恶性肿瘤","间质性肺病",1
"胸骨恶性肿瘤","脑继发恶性肿瘤",1
"胸膜壁层恶性肿瘤","骨继发恶性肿瘤",1
"胸膜壁层恶性肿瘤","胸腔积液",1
"胸膜壁层恶性肿瘤","腋下淋巴结肿大",1
"胸膜恶性肿瘤","肺动脉高压中度",1
"胸膜恶性肿瘤","肺炎",1
"胸膜恶性肿瘤","高血压I期",1
"胸膜恶性肿瘤","高血压病",1
"胸膜恶性肿瘤","呼吸衰竭",1
"胸膜恶性肿瘤","慢性阻塞性肺病伴急性加重",1
"胸膜继发恶性肿瘤","2型糖尿病",1
"胸膜继发恶性肿瘤","低蛋白血症",1
"胸膜继发恶性肿瘤","动脉硬化性心脏病",1
"胸膜继发恶性肿瘤","恶性胸腔积液",5
"胸膜继发恶性肿瘤","肺部感染",2
"胸膜继发恶性肿瘤","肺恶性肿瘤个人史",2
"胸膜继发恶性肿瘤","肺继发恶性肿瘤",2
"胸膜继发恶性肿瘤","肺门淋巴结继发恶性肿瘤",3
"胸膜继发恶性肿瘤","肝继发恶性肿瘤",7
"胸膜继发恶性肿瘤","高血压Ⅱ期",1
"胸膜继发恶性肿瘤","骨继发恶性肿瘤",2
"胸膜继发恶性肿瘤","冠状动脉粥样硬化",1
"胸膜继发恶性肿瘤","呼吸衰竭",1
"胸膜继发恶性肿瘤","呼吸衰竭，未特指",1
"胸膜继发恶性肿瘤","截瘫",1
"胸膜继发恶性肿瘤","链球菌性肺炎",1
"胸膜继发恶性肿瘤","慢性乙型病毒性肝炎",1
"胸膜继发恶性肿瘤","慢性支气管炎",1
"胸膜继发恶性肿瘤","慢性阻塞性肺病伴有急性加重，未特指",1
"胸膜继发恶性肿瘤","脑继发恶性肿瘤",3
"胸膜继发恶性肿瘤","脑疝",1
"胸膜继发恶性肿瘤","前列腺增生",1
"胸膜继发恶性肿瘤","上消化道出血",1
"胸膜继发恶性肿瘤","上肢血栓性静脉炎",1
"胸膜继发恶性肿瘤","肾上腺继发恶性肿瘤",1
"胸膜继发恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"胸膜继发恶性肿瘤","心律失常",1
"胸膜继发恶性肿瘤","心脏继发恶性肿瘤",1
"胸膜继发恶性肿瘤","胸膜继发恶性肿瘤",2
"胸膜继发恶性肿瘤","胸内淋巴结继发恶性肿瘤",1
"胸膜继发恶性肿瘤","胸腔积液",4
"胸膜继发恶性肿瘤","液气胸",1
"胸膜继发恶性肿瘤","腋下淋巴结继发恶性肿瘤",1
"胸膜继发恶性肿瘤","纵隔继发恶性肿瘤",2
"胸膜继发恶性肿瘤","纵隔淋巴结继发恶性肿瘤",2
"胸膜继发恶性肿瘤","阻塞性肺气肿",1
"胸膜继发性恶性肿瘤","肠梗阻",1
"胸膜继发性恶性肿瘤","低蛋白血症",1
"胸膜继发性恶性肿瘤","低钠血症",1
"胸膜继发性恶性肿瘤","骨恶性肿瘤",1
"胸膜继发性恶性肿瘤","其他特指的风湿性心脏病",1
"胸膜继发性恶性肿瘤","小脑继发性恶性肿瘤",1
"胸膜继发性恶性肿瘤","坠积性肺炎",1
"胸内淋巴结继发恶性肿瘤","肺继发恶性肿瘤",1
"胸腔继发恶性肿瘤","恶性胸腔积液",1
"胸腔继发恶性肿瘤","淋巴结继发恶性肿瘤",1
"胸腔继发性恶性肿瘤","肺恶性肿瘤",1
"胸腔继发性恶性肿瘤","高血压Ⅲ",2
"胸腺恶性肿瘤","放射性食管炎",1
"胸腺恶性肿瘤","肺继发恶性肿瘤",2
"胸腺恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"胸腺恶性肿瘤","急性糜烂性胃炎",1
"胸腺恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"胸腺恶性肿瘤","胸椎恶性肿瘤",1
"胸腺恶性肿瘤","纵隔淋巴结继发恶性肿瘤",2
"胸腺肿瘤","2型糖尿病",1
"胸椎恶性肿瘤","陈旧性肺结核",1
"胸椎恶性肿瘤","低蛋白血症",3
"胸椎恶性肿瘤","低钙血症",1
"胸椎恶性肿瘤","低钾血症",1
"胸椎恶性肿瘤","骶尾结缔组织良性肿瘤",1
"胸椎恶性肿瘤","肝囊肿",1
"胸椎恶性肿瘤","高血压Ⅱ",1
"胸椎恶性肿瘤","高血压Ⅱ期",1
"胸椎恶性肿瘤","高血压病",1
"胸椎恶性肿瘤","混合性贫血",2
"胸椎恶性肿瘤","急性糜烂性胃炎",1
"胸椎恶性肿瘤","慢性气肿性支气管炎",1
"胸椎恶性肿瘤","腰椎恶性肿瘤",1
"血管瘤，任何部位","高血压",1
"血管瘤，任何部位","弱视",1
"血管瘤","鼻骨骨折",1
"血管瘤","胆囊结石",1
"血管瘤","癫痫",1
"血管瘤","动脉硬化性脑病",1
"血管瘤","乳腺纤维囊性增生",1
"血管瘤","心动过速",1
"咽喉恶性肿瘤","高血压病",2
"咽喉恶性肿瘤","颈部继发性恶性肿瘤",1
"咽喉恶性肿瘤","气管套管脱出",1
"咽喉恶性肿瘤","前列腺增生",1
"咽门扁桃体良性肿瘤","鼻腔肿物",1
"眼睑(包括眦)黑素细胞痣","屈光不正",1
"眼睑恶性黑色素瘤","高血压病",1
"眼睑恶性黑色素瘤","人工晶体移位",1
"眼睑恶性肿瘤","老年性白内障",1
"眼睑皮肤恶性肿瘤","2型糖尿病",1
"眼睑皮肤恶性肿瘤","2型糖尿病性视网膜病变",1
"眼睑皮肤恶性肿瘤","白内障",1
"眼睑皮肤恶性肿瘤","高血压病",2
"眼睑皮肤恶性肿瘤","乙型肝炎病毒携带者急性δ因子重复感染",1
"眼睑皮肤良性肿瘤","2型糖尿病",1
"眼睑皮肤良性肿瘤","老年性初期白内障",1
"眼睑皮肤良性肿瘤","屈光不正",2
"眼睑原位癌","白内障",1
"眼睑原位癌","高血压I期",1
"眼睑原位癌","高血压病",1
"眼睑原位癌","老年性白内障",1
"眼睑原位黑(色素)瘤，包括眦","屈光不正",1
"眼睑原位黑(色素)瘤，包括眦","视神经萎缩",1
"眼眶肿瘤","玻璃体混浊",1
"眼眶肿瘤","高血压",1
"眼眶肿瘤","黄斑变性",1
"眼眶肿瘤","老年性白内障",1
"眼眶肿瘤","心律失常",1
"腰椎恶性肿瘤","肠道菌群失调",1
"腰椎恶性肿瘤","低钙血症",1
"腰椎恶性肿瘤","低钾血症",1
"腰椎恶性肿瘤","骶尾结缔组织良性肿瘤",1
"腰椎恶性肿瘤","高血压I期",1
"腰椎恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"腰椎恶性肿瘤","慢性胃炎",1
"腰椎恶性肿瘤","心动过缓",1
"腰椎恶性肿瘤","药物间质性肺炎",1
"腋和上肢淋巴结继发性和未特指恶性肿瘤","肠梗阻",1
"腋和上肢淋巴结继发性和未特指恶性肿瘤","肺继发性恶性肿瘤",1
"腋和上肢淋巴结继发性和未特指恶性肿瘤","胸膜继发性恶性肿瘤",1
"腋窝淋巴结继发恶性肿瘤","高血压",2
"腋下结缔组织动态未定肿瘤","高血压病",1
"腋下淋巴结继发恶性肿瘤","低蛋白血症",1
"腋下淋巴结继发恶性肿瘤","低钠血症",1
"腋下淋巴结继发恶性肿瘤","肺大泡",1
"腋下淋巴结继发恶性肿瘤","肺继发恶性肿瘤",4
"腋下淋巴结继发恶性肿瘤","肝继发恶性肿瘤",4
"腋下淋巴结继发恶性肿瘤","高血压病",2
"腋下淋巴结继发恶性肿瘤","骨继发恶性肿瘤",8
"腋下淋巴结继发恶性肿瘤","颈部淋巴结继发恶性肿瘤",2
"腋下淋巴结继发恶性肿瘤","扩张型心肌病",1
"腋下淋巴结继发恶性肿瘤","粒细胞缺乏",1
"腋下淋巴结继发恶性肿瘤","链球菌性肺炎",1
"腋下淋巴结继发恶性肿瘤","食管恶性肿瘤",1
"腋下淋巴结继发恶性肿瘤","心包积液",2
"腋下淋巴结继发恶性肿瘤","胸腔积液",9
"腋下淋巴结继发恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"胰淋巴结继发恶性肿瘤","肺部感染",1
"胰头恶性肿瘤","2型糖尿病",1
"胰头恶性肿瘤","单纯性肾囊肿",1
"胰头恶性肿瘤","低钾血症",1
"胰头恶性肿瘤","低钠血症",2
"胰头恶性肿瘤","腹水",1
"胰头恶性肿瘤","肝恶性肿瘤",1
"胰头恶性肿瘤","肝继发恶性肿瘤",3
"胰头恶性肿瘤","肝占位性病变",1
"胰头恶性肿瘤","高钾血症",1
"胰头恶性肿瘤","高血压Ⅲ期",1
"胰头恶性肿瘤","高血压病",1
"胰头恶性肿瘤","高脂血症",1
"胰头恶性肿瘤","梗阻性黄疸",2
"胰头恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"胰头恶性肿瘤","黄疸",1
"胰头恶性肿瘤","慢性自身免疫性胰腺炎",1
"胰头恶性肿瘤","面肌痉挛",1
"胰头恶性肿瘤","脑梗死",1
"胰头恶性肿瘤","肾结石",1
"胰头恶性肿瘤","糖尿病",1
"胰头恶性肿瘤","稳定型心绞痛",1
"胰头恶性肿瘤","脂肪肝",1
"胰腺恶性肿瘤","2型糖尿病",3
"胰腺恶性肿瘤","2型糖尿病性酮症酸中毒",1
"胰腺恶性肿瘤","2型糖尿病性周围神经病",1
"胰腺恶性肿瘤","陈旧性心肌梗死",1
"胰腺恶性肿瘤","胆囊结石",3
"胰腺恶性肿瘤","低蛋白性营养不良",1
"胰腺恶性肿瘤","多发性肝囊肿",1
"胰腺恶性肿瘤","多发性结肠息肉",1
"胰腺恶性肿瘤","肺继发恶性肿瘤",1
"胰腺恶性肿瘤","腹壁继发性恶性肿瘤",1
"胰腺恶性肿瘤","腹膜后淋巴结继发恶性肿瘤",3
"胰腺恶性肿瘤","腹腔淋巴结继发恶性肿瘤",1
"胰腺恶性肿瘤","腹水",2
"胰腺恶性肿瘤","肝继发恶性肿瘤",4
"胰腺恶性肿瘤","肝继发性恶性肿瘤",1
"胰腺恶性肿瘤","肝占位性病变",1
"胰腺恶性肿瘤","高血压",2
"胰腺恶性肿瘤","高血压Ⅲ期",3
"胰腺恶性肿瘤","高血压I期",1
"胰腺恶性肿瘤","高血压病",1
"胰腺恶性肿瘤","梗阻性黄疸",1
"胰腺恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"胰腺恶性肿瘤","化脓性胆管炎",1
"胰腺恶性肿瘤","混合性贫血",1
"胰腺恶性肿瘤","急性胆囊炎",1
"胰腺恶性肿瘤","急性肝功能衰竭",1
"胰腺恶性肿瘤","结肠息肉",1
"胰腺恶性肿瘤","淋巴结继发恶性肿瘤",2
"胰腺恶性肿瘤","慢性浅表性胃炎",2
"胰腺恶性肿瘤","慢性胃炎",2
"胰腺恶性肿瘤","泌尿道感染",1
"胰腺恶性肿瘤","脑梗塞后遗症",1
"胰腺恶性肿瘤","脾继发恶性肿瘤",1
"胰腺恶性肿瘤","腔隙性脑梗死",1
"胰腺恶性肿瘤","十二指肠恶性肿瘤",1
"胰腺恶性肿瘤","十二指肠乳头炎",1
"胰腺恶性肿瘤","食管静脉曲张，伴有出血",1
"胰腺恶性肿瘤","食管炎",2
"胰腺恶性肿瘤","糖尿病",1
"胰腺恶性肿瘤","完全性右束支传导阻滞",1
"胰腺恶性肿瘤","胃良性肿瘤",1
"胰腺恶性肿瘤","胸腔积液",1
"胰腺恶性肿瘤","乙型肝炎病毒携带者急性δ因子重复感染",1
"胰腺恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"胰腺继发恶性肿瘤","胆管炎",1
"胰腺继发恶性肿瘤","低蛋白血症",1
"胰腺继发恶性肿瘤","肺继发恶性肿瘤",2
"胰腺继发恶性肿瘤","腹膜后继发恶性肿瘤",1
"胰腺继发恶性肿瘤","腹膜后淋巴结继发恶性肿瘤",2
"胰腺继发恶性肿瘤","腹腔淋巴结继发恶性肿瘤",1
"胰腺继发恶性肿瘤","肝继发恶性肿瘤",2
"胰腺继发恶性肿瘤","化脓性胆管炎",1
"胰腺继发恶性肿瘤","急性肝功能衰竭",1
"胰腺继发恶性肿瘤","急性胃肠炎",1
"胰腺继发恶性肿瘤","粒细胞缺乏",1
"胰腺继发恶性肿瘤","淋巴结继发恶性肿瘤",2
"胰腺继发恶性肿瘤","脐疝",2
"胰腺继发恶性肿瘤","肾继发恶性肿瘤",1
"胰腺继发恶性肿瘤","胸腔积液",1
"胰腺继发恶性肿瘤","胸椎恶性肿瘤",1
"胰腺原位癌","2型糖尿病",1
"胰腺原位癌","反流性食管炎",1
"胰腺原位癌","肝恶性肿瘤",1
"胰腺原位癌","肝继发恶性肿瘤",1
"胰腺原位癌","肝囊肿",1
"胰腺原位癌","高血压病",1
"胰腺原位癌","后天性肾囊肿",1
"胰腺原位癌","慢性十二指肠球部溃疡",1
"胰腺原位癌","慢性萎缩性胃炎",1
"胰腺原位癌","慢性胃炎",1
"胰腺原位癌","脑梗死后遗症",1
"胰腺原位癌","食管白斑",1
"胰腺原位癌","食管良性肿瘤",1
"胰腺肿瘤","不完全性肠梗阻",1
"胰腺肿瘤","肝血肿",1
"胰腺肿瘤","高血压",1
"胰腺肿瘤","急性胆囊炎",1
"胰腺肿瘤","慢性萎缩性胃炎",1
"乙状结肠恶性肿瘤","2型糖尿病",2
"乙状结肠恶性肿瘤","肠梗阻",2
"乙状结肠恶性肿瘤","单纯性肾囊肿",1
"乙状结肠恶性肿瘤","胆囊结石",1
"乙状结肠恶性肿瘤","胆囊结石伴特指胆囊炎",1
"乙状结肠恶性肿瘤","低蛋白血症",2
"乙状结肠恶性肿瘤","电解质代谢紊乱",1
"乙状结肠恶性肿瘤","肺继发恶性肿瘤",2
"乙状结肠恶性肿瘤","腹水",1
"乙状结肠恶性肿瘤","肝恶性肿瘤",1
"乙状结肠恶性肿瘤","肝继发恶性肿瘤",2
"乙状结肠恶性肿瘤","肝脏结节",1
"乙状结肠恶性肿瘤","高血压Ⅱ期",1
"乙状结肠恶性肿瘤","高血压I期",1
"乙状结肠恶性肿瘤","高血压病",5
"乙状结肠恶性肿瘤","高脂血症",1
"乙状结肠恶性肿瘤","骨继发恶性肿瘤",1
"乙状结肠恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"乙状结肠恶性肿瘤","结肠息肉",1
"乙状结肠恶性肿瘤","结核性腹腔积液",1
"乙状结肠恶性肿瘤","孔源性视网膜脱离",1
"乙状结肠恶性肿瘤","慢性失血性贫血",1
"乙状结肠恶性肿瘤","慢性咽炎",1
"乙状结肠恶性肿瘤","前列腺增生",1
"乙状结肠恶性肿瘤","心律失常",1
"乙状结肠恶性肿瘤","胸腔积液",1
"乙状结肠恶性肿瘤","胰腺肿瘤",1
"乙状结肠恶性肿瘤","直肠息肉",1
"乙状结肠恶性肿瘤","子宫腺肌症",1
"阴道恶性肿瘤","多发性结肠息肉",1
"阴道恶性肿瘤","腹腔淋巴结继发恶性肿瘤",1
"阴道恶性肿瘤","高血压I期",1
"阴道原位癌","大腿肌间脓肿",1
"阴道原位癌","脑膜瘤",1
"阴道原位癌","特指白内障",1
"阴茎恶性肿瘤","2型糖尿病",1
"阴茎恶性肿瘤","包茎",1
"阴茎恶性肿瘤","腹股沟淋巴结继发恶性肿瘤",1
"阴茎恶性肿瘤","高血压",1
"阴茎恶性肿瘤","高血压病",1
"阴茎恶性肿瘤","龟头包皮炎",1
"阴茎恶性肿瘤","泌尿道感染",2
"阴茎恶性肿瘤","潜伏性梅毒",1
"阴茎恶性肿瘤","阴囊淋巴水肿",1
"阴茎头恶性肿瘤","泌尿道感染",1
"阴茎头恶性肿瘤","血小板减少症",1
"阴茎肿瘤","泌尿道感染",1
"阴茎肿瘤","脑梗死后遗症",1
"原位黑色素瘤","混合性贫血",1
"真性红细胞增多症","残胃溃疡",1
"真性红细胞增多症","胆囊结石",1
"真性红细胞增多症","肺栓塞",1
"真性红细胞增多症","肝囊肿",1
"真性红细胞增多症","高尿酸血症",1
"真性红细胞增多症","脑萎缩",1
"真性红细胞增多症","胃溃疡",1
"真性红细胞增多症","心律失常",1
"真性红细胞增多症","蛛网膜囊肿",1
"正中神经良性肿瘤","高血压病",1
"支气管恶性肿瘤","2型糖尿病",2
"支气管恶性肿瘤","陈旧性肺结核",1
"支气管恶性肿瘤","陈旧性心肌梗死",1
"支气管恶性肿瘤","低蛋白血症",5
"支气管恶性肿瘤","电解质紊乱",1
"支气管恶性肿瘤","恶性胸腔积液",1
"支气管恶性肿瘤","反流性食管炎",1
"支气管恶性肿瘤","肺不典型增生",1
"支气管恶性肿瘤","肺不张",1
"支气管恶性肿瘤","肺部感染",1
"支气管恶性肿瘤","高氯血症",1
"支气管恶性肿瘤","高血压Ⅲ期",1
"支气管恶性肿瘤","高血压I期",1
"支气管恶性肿瘤","高血压病",3
"支气管恶性肿瘤","高脂血症",2
"支气管恶性肿瘤","呼吸衰竭",4
"支气管恶性肿瘤","混合性贫血",1
"支气管恶性肿瘤","淋巴结继发恶性肿瘤",1
"支气管恶性肿瘤","慢性胃炎",1
"支气管恶性肿瘤","慢性阻塞性肺病",1
"支气管恶性肿瘤","慢性阻塞性肺病伴有急性加重，未特指",1
"支气管恶性肿瘤","慢性阻塞性肺气肿性支气管炎伴急性加重",1
"支气管恶性肿瘤","腔隙性脑梗死",2
"支气管恶性肿瘤","食管贲门连接处恶性肿瘤",1
"支气管恶性肿瘤","睡眠呼吸暂停",2
"支气管恶性肿瘤","糖尿病",1
"支气管恶性肿瘤","特指荨麻疹",1
"支气管恶性肿瘤","胃溃疡癌变",1
"支气管恶性肿瘤","细菌性结肠炎",1
"支气管恶性肿瘤","下肢血栓性静脉炎",1
"支气管恶性肿瘤","心包积液",1
"支气管恶性肿瘤","心律失常",1
"支气管恶性肿瘤","胸膜继发恶性肿瘤",1
"支气管恶性肿瘤","腰骶椎管骨性狭窄",1
"支气管恶性肿瘤","腰椎间盘突出",1
"支气管恶性肿瘤","支气管炎",1
"支气管恶性肿瘤","脂肪肝",1
"支气管恶性肿瘤","主动脉夹层",1
"支气管和肺恶性肿瘤，未特指","低钠血症",2
"支气管和肺恶性肿瘤，未特指","电解质紊乱",1
"支气管和肺恶性肿瘤，未特指","高血压",1
"支气管和肺恶性肿瘤，未特指","高血压Ⅱ",1
"支气管和肺恶性肿瘤，未特指","高血压I",1
"支气管和肺恶性肿瘤，未特指","咯血",1
"支气管和肺恶性肿瘤，未特指","骨恶性肿瘤",1
"支气管和肺恶性肿瘤，未特指","骨质破坏",1
"支气管和肺恶性肿瘤，未特指","呼吸衰竭，未特指",1
"支气管和肺恶性肿瘤，未特指","颅内占位性病变",1
"支气管和肺恶性肿瘤，未特指","脑梗塞",2
"支气管和肺恶性肿瘤，未特指","贫血",1
"支气管和肺恶性肿瘤，未特指","其他特指的风湿性心脏病",1
"支气管和肺恶性肿瘤，未特指","前列腺增生",1
"支气管和肺恶性肿瘤，未特指","胸膜继发性恶性肿瘤",1
"支气管和肺恶性肿瘤，未特指","胸腔积液",1
"支气管和肺恶性肿瘤，未特指","疣状胃(胃窦)炎",1
"支气管和肺恶性肿瘤，未特指","纵隔淋巴结继发恶性肿瘤",1
"支气管和肺交搭跨越恶性肿瘤","高血压Ⅱ期",1
"支气管和肺交搭跨越恶性肿瘤","呼吸衰竭",1
"支气管和肺交搭跨越恶性肿瘤","慢性阻塞性肺气肿性支气管炎伴急性加重",1
"支气管继发恶性肿瘤","低钠血症",1
"支气管继发恶性肿瘤","肺不典型增生",1
"支气管继发恶性肿瘤","高血压I期",1
"支气管继发恶性肿瘤","骨髓继发恶性肿瘤",1
"支气管继发恶性肿瘤","甲状腺毒症",1
"支气管继发恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"支气管继发恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"支气管肿瘤","低钠血症",1
"支气管肿瘤","高血压I期",2
"肢体血管瘤","耵聍栓塞",1
"肢体血管瘤","分娩时Ⅰ度会阴裂伤",1
"肢体脂肪瘤","其他胃炎",1
"脂肪瘤","癫痫",1
"脂肪瘤","高脂血症",1
"脂肪瘤","颈椎骨质增生",1
"脂肪瘤","脑出血后遗症",1
"脂肪瘤","脑梗死",1
"脂肪瘤","血小板减少症",1
"脂肪瘤","脂肪肝",1
"脂肪瘤","子宫切除术后状态",1
"直肠恶性淋巴瘤","高血压病",1
"直肠恶性肿瘤","2型糖尿病",10
"直肠恶性肿瘤","病毒性肝炎病原携带者",1
"直肠恶性肿瘤","肠道感染",1
"直肠恶性肿瘤","肠道念珠菌病",1
"直肠恶性肿瘤","肠道真菌感染",1
"直肠恶性肿瘤","肠梗阻",2
"直肠恶性肿瘤","陈旧性肺结核",3
"直肠恶性肿瘤","胆囊结石",2
"直肠恶性肿瘤","胆囊结石伴慢性胆囊炎",1
"直肠恶性肿瘤","胆囊切除术后状态",1
"直肠恶性肿瘤","低蛋白血症",5
"直肠恶性肿瘤","电解质代谢紊乱",1
"直肠恶性肿瘤","对症治疗",1
"直肠恶性肿瘤","多发性结肠息肉",2
