ARCIMRowid,ARCIMCode,ARCIMDesc
6784||1,CY0097,炒紫苏子(相当于10克)
6785||1,CY0098,炒菟丝子(相当于10克)
6786||1,CY0099,炒栀子(相当于10克)
6787||1,CY0100,车前草(相当于10克)
6788||1,CY0101,车前草(克)
6789||1,CY0102,车前子(克)作废
678||1,XY01709,小儿豉翘清热颗粒[2g*6袋]
6790||1,CY0103,车前子(相当于10克)
6791||1,CY0104,沉香(克)作废
6792||1,CY0105,陈皮(克)zuofei
6793||1,CY0106,陈皮(相当于6克)
6794||1,CY0107,赤芍(克)作废
6795||1,CY0108,赤芍(相当于10克)
6796||1,CY0109,赤石脂(相当于15克)
6797||1,CY0110,赤石脂(克)
6798||1,CY0111,赤小豆(克)作废
6799||1,CY0112,茺蔚子(克)
679||1,XY01774,亚甲兰注射液[2ml*5支]
67||1,XY01965,(高危C)灯盏花素1(大)[25mg]
6800||1,CY0113,川贝母（相当于3克)
6801||1,CY0114,川断(克)作废
6802||1,CY0115,川椒(克)
6803||1,CY0116,川木通(相当于6克)
6804||1,CY0117,川木通(克)作废
6805||1,CY0118,川牛膝(克)作废
6806||1,CY0119,川牛膝(相当于10克)
6807||1,CY0120,川乌(克)作废
6808||1,CY0121,川芎(克)作废
6809||1,CY0122,川芎(相当于6克)作废
680||1,XY00019,(限抗)莫西沙星片(拜复乐)[400mg*3片]
6810||1,CY0123,川楝子(相当于10克)
6811||1,CY0124,川楝子(克)作废
6812||1,CY0125,川槿皮(克)
6813||1,CY0126,穿山甲(克)作废
6814||1,CY0127,磁石(相当于15克)
6815||1,CY0128,磁石(克)
6816||1,CY0129,刺猬皮(克)
6817||1,CY0130,醋艾炭(相当于9克)
6818||1,CY0131,醋鳖甲(相当于10克)
6819||1,CY0132,醋龟甲(相当于10克)
681||1,XY00020,(限抗)莫西沙星注射液(拜复乐)[250ml:0.4g]
6820||1,CY0133,醋没药(相当于6克)
6821||1,CY0134,醋青皮(相当于6克)
6822||1,CY0135,醋乳香(相当于6克)
6823||1,CY0136,醋三棱(相当于10克)
6824||1,CY0137,醋商陆(相当于9克)
6825||1,CY0138,醋五灵脂(相当于10克)
6826||1,CY0139,醋五味子(相当于6克)
6827||1,CY0140,醋香附(相当于10克)
6828||1,CY0141,醋延胡索(相当于10克)
6829||1,CY0142,醋郁金(相当于10克)作废
682||1,XY00093,阿卡波糖片(拜糖苹)[50mg*30片]
6830||1,CY0143,醋莪术(相当于10克)
6831||1,CY0144,槟榔(克)作废
6832||1,CY0145,大腹皮(克)
6833||1,CY0146,大腹皮(相当于10克)
6834||1,CY0147,大黄(相当于6克)
6835||1,CY0148,大黄(克)
6836||1,CY0149,大蓟(相当于15克)
6837||1,CY0150,大蓟(克)
6838||1,CY0151,大青叶(克)
6839||1,CY0152,大青叶(相当于15克)
683||1,XY00112,阿司匹林肠溶片(拜阿)[100mg*30片]
6840||1,CY0153,大枣(克)作废
6841||1,CY0154,肉苁蓉(克)
6842||1,CY0155,代赭石(克)
6843||1,CY0156,丹参(相当于10克)
6844||1,CY0157,丹参(克)
6845||1,CY0158,牡丹皮(克)
6846||1,CY0159,胆南星(克)作废
6847||1,CY0160,胆南星（相当于3克)
6848||1,CY0161,淡豆豉(克)
6849||1,CY0162,淡豆豉(相当于10克)
684||1,XY00404,碘普罗铵注射液(优维显)[100ml:30g]
6850||1,CY0163,淡附片(相当于6克)
6851||1,CY0164,淡竹叶(相当于10克)
6852||1,CY0165,当归(克)作废
6853||1,CY0166,当归(相当于10克)
6854||1,CY0167,当归炭(相当于10克)
6855||1,CY0168,党参(相当于10克)
6856||1,CY0169,党参(克)作废
6857||1,CY0170,灯芯(克)
6858||1,CY0171,紫花地丁(克)
6859||1,CY0172,地肤子(克)
685||1,XY00406,碘普罗铵注射液(优维显)[100ml:37g]作废
6860||1,CY0173,地肤子(相当于10克)
6861||1,CY0174,地骨皮(相当于10克)
6862||1,CY0175,地骨皮(克)
6863||1,CY0176,地黄(相当于10克)
6864||1,CY0177,地龙(相当于10克)
6865||1,CY0178,地龙(克)作废
6866||1,CY0180,地榆(相当于10克)
6867||1,CY0181,地榆(克)
6868||1,CY0182,地榆炭(克)
6869||1,CY0183,地榆炭(相当于10克)
686||1,XY00771,环丙沙星氯化钠(西普乐)注射液[100ml:0.2g]
6870||1,CY0184,丁香（相当于3克)
6871||1,CY0185,丁香(克)作废
6872||1,CY0186,冬虫夏草(克)
6873||1,CY0187,冬瓜仁(相当于10克)
6874||1,CY0188,款冬花(克)
6875||1,CY0189,冬葵子(克)
6876||1,CY0190,豆蔻(相当于6克)
6877||1,CY0191,独活(相当于10克)
6878||1,CY0192,独活(克)
6879||1,CY0193,生杜仲(克)
687||1,XY00882,(高危A)(重和林M30)精蛋白重组人胰岛素[3ml:300IU]
6880||1,CY0194,炒杜仲(克)
6881||1,CY0195,牵牛子(克)
6882||1,CY0196,番泻叶(克)
6883||1,CY0197,番泻叶(相当于2克)
6884||1,CY0198,防风(相当于10克)
6885||1,CY0199,防风(克)
6886||1,CY0200,防己(相当于10克)
6887||1,CY0201,防己(克)
6888||1,CY0202,蜂房(相当于5克)
6889||1,CY0203,蜂房(克)
688||1,XY00883,(高危A)(重和林N笔芯)精蛋白重组人胰岛素[3ml:300IU]
6890||1,CY0204,佛手(相当于10克)
6891||1,CY0205,佛手(克)
6892||1,CY0206,浮小麦(相当于15克)
6893||1,CY0207,浮小麦(克)
6894||1,CY0208,覆盆子(克)
6895||1,CY0209,覆盆子(相当于10克)
6896||1,CY0210,附子(克)
6897||1,CY0211,妇宝(200ml)
6898||1,CY0212,干姜(克)
6899||1,CY0213,干姜（相当于3克)
689||1,XY00979,利伐沙班片(拜瑞妥)[10mg*5片]
68||1,XY00376,地奥心血康软胶囊[0.35g*30粒]
6900||1,CY0214,生甘草(克)
6901||1,CY0215,生甘草（相当于3克)
6902||1,CY0216,炙甘草(克)
6903||1,CY0217,炙甘草（相当于3克)
6904||1,CY0218,感冒二号汤(200ml)
6905||1,CY0219,感冒一号汤(200ml)
6906||1,CY0220,高良姜(相当于10克)
6907||1,CY0221,葛根(相当于15克)
6908||1,CY0222,葛根(克)
6909||1,CY0223,葛花(相当于6克)
690||1,XY01961,(高危A)(重和林R笔芯)重组人胰岛素注射液[3ml:300IU]
6910||1,CY0224,海蛤壳(相当于10克)
6911||1,CY0225,蛤蚧(相当于5克)
6912||1,CY0226,蛤蚧(对)
6913||1,CY0227,功血汤(200ml)
6914||1,CY0228,钩藤(相当于10克)
6915||1,CY0229,钩藤(克)作废
6916||1,CY0230,狗脊(克)
6917||1,CY0231,狗脊(相当于10克)
6918||1,CY0232,枸杞子(克)作废
6919||1,CY0233,骨碎补(相当于10克)
691||1,XY01987,左炔诺孕酮宫内节育系统(曼月乐)[52mg]
6920||1,CY0234,骨碎补(克)
6921||1,CY0235,谷精草(克)
6922||1,CY0236,谷精草(相当于10克)
6923||1,CY0237,生谷芽(克)
6924||1,CY0238,瓜蒌(克)
6925||1,CY0239,瓜蒌(相当于10克)
6926||1,CY0240,瓜蒌仁(克)作废
6927||1,CY0241,黄柏(克)
6928||1,CY0242,贯众(克)作废
6929||1,CY0243,广藿香(相当于10克)
692||1,XY00113,阿司匹林片[25mg*100片]1111111
6930||1,CY0244,龟板(克)作废
6931||1,CY0245,龟胶(克)
6932||1,CY0246,桂枝(相当于6克)
6933||1,CY0247,桂枝(克)作废
6934||1,CY0248,海风藤(克)
6935||1,CY0249,海金沙(相当于10克)
6936||1,CY0250,海金沙(克)
6937||1,CY0251,海马(克)
6938||1,CY0252,海藻(克)
6939||1,CY0253,海螵蛸(相当于10克)
693||1,XY00530,氟氯西林钠胶囊[0.25g*12粒]
6940||1,CY0254,海螵蛸(克)
6941||1,CY0255,墨旱莲(克)作废
6942||1,CY0256,制何首乌(克)作废
6943||1,CY0257,生何首乌(克)
6944||1,CY1072,合欢花(克)作废
6945||1,CY0259,合欢花(相当于6克)
6946||1,CY0260,合欢皮(相当于10克)
6947||1,CY0261,合欢皮(克)
6948||1,CY0262,黑芝麻(克)
6949||1,CY0263,红花(克)作废
694||1,XY01023,柳氮磺吡啶肠溶片(常态宁)[0.25g*60片]
6950||1,CY0264,红花(相当于5克)
6951||1,CY0265,红藤(克)
6952||1,CY0266,厚朴(相当于6克)
6953||1,CY0267,厚朴(克)
6954||1,CY0268,厚朴花(相当于10克)
6955||1,CY0269,胡黄连(克)作废
6956||1,CY0270,胡黄连（相当于3克)
6957||1,CY0271,虎杖(克)
6958||1,CY0272,花椒(克)
6959||1,CY0273,滑石(相当于10克)
695||1,XY01024,柳氮磺吡啶栓[0.5g*6枚]
6960||1,CY0274,滑石粉(克)
6961||1,CY0275,槐花(克)
6962||1,CY0276,槐米(克)
6963||1,CY0277,怀牛膝(克)
6964||1,CY0278,黄柏(相当于6克)
6965||1,CY0279,黄精(相当于15克)
6966||1,CY0280,黄精(克)作废
6967||1,CY0281,黄连(克)
6968||1,CY0282,黄连（相当于3克)
6969||1,CY0283,黄药子(克)
696||1,XY00155,氨基葡萄糖胶囊(维固力)[250mg*20片]
6970||1,CY0284,黄芩(相当于10克)
6971||1,CY0285,黄芩(克)
6972||1,CY0286,黄芪(相当于10克)
6973||1,CY0287,火麻仁(相当于10克)
6974||1,CY0288,火麻仁(克)
6975||1,CY0289,藿香(克)
6976||1,CY0290,鸡内金(克)
6977||1,CY0292,鸡血藤(相当于15克)
6978||1,CY0293,鸡血藤(克)作废
6979||1,CY0294,僵蚕(相当于10克)
697||1,XY00154,氨基葡萄糖钾胶囊(留普安)[0.25g*20粒]
6980||1,CY0295,僵蚕(克)作废
6981||1,CY0296,姜半夏(相当于9克)
6982||1,CY0297,姜黄(相当于6克)
6983||1,CY0298,姜黄(克)
6984||1,CY0299,生姜皮(克)
6985||1,CY0300,姜炭（相当于3克)
6986||1,CY0301,降香(克)
6987||1,CY0302,焦六神曲(相当于10克)
6988||1,CY0303,炒山楂(相当于10克)
6989||1,CY0304,焦槟榔(相当于10克)
698||1,XY00480,法莫替丁粉针[20mg]
6990||1,CY0305,桔梗(相当于10克)
6991||1,CY0306,桔梗(克)
6992||1,CY0307,橘核(克)作废
6993||1,CY0308,白芥子(相当于10克)
6994||1,CY0309,金钱草(克)作废
6995||1,CY0310,金钱草(相当于15克)
6996||1,CY0311,金银花(相当于10克)
6997||1,CY0312,金银花(克)
6998||1,CY0313,金樱子(克)作废
6999||1,CY0314,荆芥(相当于10克)
699||1,XY00887,静注人免疫球蛋白注射液[50ml:2.5g]
69||1,XY00389,地榆升白片[0.1g*40片]
6||1,XY01215,牛黄清心丸[3g*6丸]
7000||1,CY0315,荆芥(克)
7001||1,CY0316,韭菜子(克)
7002||1,CY0317,九香虫(相当于5克)
7003||1,CY0318,九香虫(克)
7004||1,CY0319,酒女贞子(相当于10克)
7005||1,CY0320,菊花(相当于10克)
7006||1,CY0321,菊花(克)
7007||1,CY0322,瞿麦(克)
7008||1,CY0323,决明子(克)作废
7009||1,CY0324,诃子(克)
700||1,XY01360,人血白蛋白[10g]
7010||1,CY0325,生黄芪(克)
7011||1,CY0326,炙黄芪(克)作废
7012||1,CY0327,枯矾(克)作废
7013||1,CY0328,苦参(克)
7014||1,CY0329,苦参(相当于6克)
7015||1,CY0330,昆布(克)
7016||1,CY0331,莱菔子(克)
7017||1,CY0332,老鹳草(相当于10克)
7018||1,CY0333,荔枝核(克)
7019||1,CY0334,连翘(克)
701||1,XY01702,硝酸甘油注射液[1ml:5mg*10支]1111111
7020||1,CY0335,莲子(相当于10克)
7021||1,CY0336,连翘(相当于10克)
7022||1,CY0337,连翘心（相当于3克)
7023||1,CY0338,莲子(克)
7024||1,CY0339,高良姜(克)
7025||1,CY0340,羚羊角粉(0.6g*10)
7026||1,CY0341,灵芝(克)作废
7027||1,CY0342,刘寄奴(相当于10克)
7028||1,CY0343,六神曲(相当于10克)
7029||1,CY0344,龙胆(相当于6克)
702||1,XY00157,氨甲环酸氯化钠(捷凝)[100ml:1g]
7030||1,CY0345,龙胆草(克)作废
7031||1,CY0346,龙骨(相当于20克)作废
7032||1,CY0347,龙骨(克)
7033||1,CY0348,龙葵(克)
7034||1,CY0349,龙眼肉(相当于10克)
7035||1,CY0350,胡芦巴(克)
7036||1,CY0351,芦根(相当于15克)
7037||1,CY0352,芦根(克)作废
7038||1,CY0353,路路通(相当于10克)
7039||1,CY0354,路路通(克)作废
703||1,XY00161,氨磷汀粉针(安福定)[0.5g]
7040||1,CY0355,鹿角(克)
7041||1,CY0356,鹿角胶（相当于3克)
7042||1,CY0357,鹿角胶(克)作废
7043||1,CY0358,鹿茸片(克)
7044||1,CY0359,炙麻黄(克)
7045||1,CY0360,麻黄(相当于5克)
7046||1,CY0361,生麻黄(克)作废
7047||1,CY0362,麻黄根(相当于10克)
7048||1,CY0363,麻黄根(克)作废
7049||1,CY0364,马勃（相当于3克)
704||1,XY00256,丙氨酰谷氨酰氨(莱美活力)注射液[50ml:10g]
7050||1,CY0365,马勃(克)
7051||1,CY0366,麦冬(相当于15克)
7052||1,CY0367,麦芽(相当于15克)
7053||1,CY0368,炒麦芽(克)
7054||1,CY0369,生麦芽1(克)作废
7055||1,CY0370,蔓荆子(克)
7056||1,CY0371,蔓荆子(相当于10克)
7057||1,CY0372,芒硝（相当于3克)
7058||1,CY0373,芒硝(克)
7059||1,CY0374,猫爪草(克)作废
705||1,XY01930,蛭芎胶囊[0.3g*36粒]
7060||1,CY0375,茅根炭(相当于15克)
7061||1,CY0376,没药(克)作废
7062||1,CY0377,蜜百部(相当于10克)
7063||1,CY0378,蜜百合(相当于10克)
7064||1,CY0379,蜜款冬花(相当于10克)
7065||1,CY0380,蜜桑白皮(相当于10克)
7066||1,CY0381,蜜远志(相当于6克)
7067||1,CY0382,蜜紫菀(相当于10克)
7068||1,CY0383,蜜枇杷叶(相当于10克)
7069||1,CY0384,密蒙花(克)作废
706||1,XY00031,(特抗)头孢噻利粉针(丰迪)[0.5g]
7070||1,CY0385,墨旱莲(相当于10克)
7071||1,CY0386,牡丹皮(相当于10克)
7072||1,CY0387,牡蛎(克)
7073||1,CY0388,木瓜(相当于10克)
7074||1,CY0389,木瓜(克)
7075||1,CY0390,木蝴蝶（相当于3克)
7076||1,CY0391,木香(相当于6克)
7077||1,CY0392,木香(克)
7078||1,CY0393,木贼(相当于10克)
7079||1,CY0394,木贼草(克)
707||1,XY00190,(高危B)奥沙利铂粉针(艾恒)[50mg]
7080||1,CY0395,南沙参(克)
7081||1,CY0396,牛蒡子(克)
7082||1,CY0397,牛蒡子(相当于10克)
7083||1,CY0398,女贞子(相当于10克)
7084||1,CY0399,女贞子(克)
7085||1,CY0400,胖大海(克)
7086||1,CY0401,佩兰(克)
7087||1,CY0402,佩兰(相当于10克)
7088||1,CY0403,平贝(克)作废
7089||1,CY0404,蒲公英(相当于10克)
708||1,XY00242,吡格列酮片(瑞彤)[30mg*14片]
7090||1,CY0405,蒲公英(克)
7091||1,CY0406,蒲黄(相当于6克)
7092||1,CY0407,蒲黄(克)作废
7093||1,CY0408,千年健(克)
7094||1,CY0409,前胡(相当于10克)
7095||1,CY0410,前胡(克)
7096||1,CY0411,羌活(克)作废
7097||1,CY0412,羌活(相当于10克)
7098||1,CY0413,秦皮(相当于10克)
7099||1,CY0414,秦皮(克)作废
709||1,XY00243,吡格列酮片(瑞彤)[30mg*7片]
70||1,XY00789,回生口服液[10ml*6支]
7100||1,CY0415,秦艽(相当于10克)
7101||1,CY0416,秦艽(克)
7102||1,CY0417,生苍术（克）
7103||1,CY0418,青果(克)作废
7104||1,CY0419,青皮(克)作废
7105||1,CY0420,青箱子(克)
7106||1,CY0421,青蒿(相当于10克)
7107||1,CY0422,青蒿(克)
7108||1,CY0423,青黛(克)
7109||1,CY0424,清半夏(相当于9克)
710||1,XY00266,丙戊酸钠片[0.2*100片]
7110||1,CY0425,清热解毒汤(200ml)
7111||1,CY0426,清暑益气汤(200ml)
7112||1,CY0427,全蝎(克)作废
7113||1,CY0428,全蝎（相当于3克)
7114||1,CY0429,人参(相当于5克)
7115||1,CY0430,人参(克)作废
7116||1,CY0431,忍冬藤(相当于15克)
7117||1,CY0432,忍冬藤(克)
7118||1,CY0433,肉豆蔻(相当于6克)
7119||1,CY0434,肉豆蔻(克)作废
711||1,XY00311,(高危B)长春瑞宾软胶囊(盖诺)[20mg*2粒]
7120||1,CY0435,肉桂（相当于3克)
7121||1,CY0436,肉桂(克)
7122||1,CY0437,肉苁蓉(相当于10克)
7123||1,CY0438,乳香(克)
7124||1,CY0439,润肺止咳汤(200ml)
7125||1,CY0440,三棱(克)
7126||1,CY0441,山奈(克)
7127||1,CY0442,三七(相当于2克)
7128||1,CY0443,三七(克)
7129||1,CY0444,桑白皮(克)作废
712||1,XY00398,碘佛醇注射液[50ml:33.9g]
7130||1,CY0445,桑白皮(相当于10克)
7131||1,CY0446,桑寄生(相当于15克)
7132||1,CY0447,桑叶(克)作废
7133||1,CY0448,桑叶(相当于10克)
7134||1,CY0449,桑枝(克)
7135||1,CY0450,桑枝(相当于15克)
7136||1,CY0451,桑螵蛸(克)
7137||1,CY0452,桑螵蛸(相当于10克)
7138||1,CY0453,砂仁(克)作废
7139||1,CY0454,砂仁（相当于3克)
713||1,XY00449,(高危B)多西他赛粉针(艾素)[0.5ml:20mg]
7140||1,CY0455,沙苑子(克)
7141||1,CY0456,沙苑子(相当于10克)
7142||1,CY0457,山慈菇(克)作废
7143||1,CY0458,麦冬(克)
7144||1,CY0459,炒山药(克)
7145||1,CY0460,山药(相当于10克)
7146||1,CY0461,生山药(克)
7147||1,CY0462,山茱萸(克)
7148||1,CY0463,山萸肉(相当于10克)
7149||1,CY0464,生山楂(克)
714||1,XY00775,(高危B)环磷酰胺粉针[0.2g]
7150||1,CY0465,伤食胃痛汤(200ml)
7151||1,CY0466,蛇床子(克)
7152||1,CY0467,蛇床子(相当于10克)
7153||1,CY0468,蛇皮(克)
7154||1,CY0469,射干(相当于10克)
7155||1,CY0470,射干(克)作废
7156||1,CY0471,伸筋草(克)
7157||1,CY0472,伸筋草(相当于10克)
7158||1,CY0473,神曲(克)
7159||1,CY0474,生地(克)
715||1,XY00814,(高危B)甲氨蝶呤粉针[100mg]
7160||1,CY0475,生姜(克)
7161||1,CY0476,生麦芽(克)
7162||1,CY0477,升麻(相当于6克)
7163||1,CY0478,升麻(克)
7164||1,CY0479,石菖蒲(相当于6克)
7165||1,CY0480,石膏(克)作废
7166||1,CY0481,石膏(相当于15克)作废
7167||1,CY0482,石见穿(克)
7168||1,CY0483,石决明(相当于20克)
7169||1,CY0484,石决明(克)
716||1,XY00949,(高危C)来曲唑片(芙瑞)[2.5mg*10片]
7170||1,CY0485,石韦(克)
7171||1,CY0486,石韦(相当于10克)
7172||1,CY0487,石菖蒲(克)
7173||1,CY0488,石斛(克)
7174||1,CY0489,石斛(相当于10克)
7175||1,CY0490,使君子(克)
7176||1,CY0491,舒肝开胃汤(200ml)
7177||1,CY0492,熟地(克)
7178||1,CY0493,熟地黄(相当于10克)
7179||1,CY0494,水蛭(克)作废
717||1,XY01118,美司钠注射注射液(美安)[4ml:0.4g]
7180||1,CY0495,丝瓜络(克)作废
7181||1,CY0496,丝瓜络(相当于10克)
7182||1,CY0497,苏梗(克)
7183||1,CY0498,苏木(克)
7184||1,CY0499,苏木(相当于10克)
7185||1,CY0500,苏叶(克)作废
7186||1,CY0501,苏子(克)作废
7187||1,CY0502,锁阳(克)作废
7188||1,CY0503,锁阳(相当于10克)
7189||1,CY0504,太子参(相当于15克)
718||1,XY01160,那格列奈片(唐瑞)[0.12g*10片]
7190||1,CY0505,太子参(克)
7191||1,CY0506,檀香(克)作废
7192||1,CY0507,桃仁(克)
7193||1,CY0508,桃仁(相当于10克)
7194||1,CY0509,天冬(克)
7195||1,CY0510,天冬(相当于10克)
7196||1,CY0511,天花粉(克)
7197||1,CY0512,天花粉(相当于10克)
7198||1,CY0513,天麻(克)
7199||1,CY0514,天麻(相当于10克)
719||1,XY01161,那格列奈片(唐瑞)[0.12g*30片]
71||1,XY00423,都梁软胶囊[0.54g*27粒]
7200||1,CY0515,天南星(克)
7201||1,CY0516,天竺黄(克)
7202||1,CY0517,天竺黄（相当于3克)
7203||1,CY0518,通草(相当于6克)
7204||1,CY0519,透骨草(相当于10克)
7205||1,CY0520,透骨草(克)
7206||1,CY0521,土贝母(相当于6克)
7207||1,CY0522,土鳖虫(相当于6克)
7208||1,CY0523,土大黄(相当于10克)
7209||1,CY0524,土鳖虫(克)
720||1,XY01168,钠钾镁钙葡萄糖注射液(乐加)[500ml]
7210||1,CY0525,土茯苓(相当于15克)
7211||1,CY0526,土茯苓(克)
7212||1,CY0527,菟丝子(克)作废
7213||1,CY0528,瓦楞子(克)
7214||1,CY0529,王不留行(克)
7215||1,CY0530,威灵仙(克)
7216||1,CY0531,威灵仙(相当于10克)
7217||1,CY0532,苇茎(相当于15克)
7218||1,CY0533,胃炎汤(200ml)
7219||1,CY0534,温经汤(200ml)
721||1,XY01513,(高危C)替吉奥胶囊(艾奕)[20mg*42粒]
7220||1,CY0535,乌梅(克)
7221||1,CY0536,乌梢蛇(相当于10克)
7222||1,CY0537,乌梢蛇(克)作废
7223||1,CY0538,乌药(相当于10克)
7224||1,CY0539,乌药(克)
7225||1,CY0540,吴茱萸(克)
7226||1,CY0541,吴茱萸（相当于3克)
7227||1,CY0542,五倍子(克)
7228||1,CY0543,五倍子(相当于6克)
7229||1,CY0544,五灵脂(克)作废
722||1,XY01807,伊立替康粉针(大艾力)[0.1g]
7230||1,CY0545,五味子(克)
7231||1,CY0546,五味子(相当于6克)
7232||1,CY0547,西洋参(克)作废
7233||1,CY0548,西洋参（相当于3克)作废
7234||1,CY0549,豨莶草(克)
7235||1,CY0550,细辛(克)
7236||1,CY0551,细辛（相当于3克)
7237||1,CY0552,夏枯草(克)作废
7238||1,CY0553,夏枯草(相当于10克)
7239||1,CY0554,仙鹤草(克)作废
723||1,XY01808,伊立替康粉针(小艾力)[40mg]
7240||1,CY0555,仙茅(克)
7241||1,CY0556,仙茅(相当于6克)
7242||1,CY0557,香附(克)
7243||1,CY0558,香附(相当于10克)
7244||1,CY0559,香橼(克)
7245||1,CY0560,消炎补虚汤(200ml)
7246||1,CY0561,小蓟(克)
7247||1,CY0562,小蓟(相当于15克)
7248||1,CY0563,小蓟炭(相当于15克)
7249||1,CY0564,通草(克)
724||1,XY01842,(高危B)异环磷酰胺粉针(匹服平)[1g]
7250||1,CY0565,小茴香(克)
7251||1,CY0566,辛夷(相当于6克)
7252||1,CY0567,辛夷(克)
7253||1,CY0568,心脑二号汤(200ml)
7254||1,CY0569,心脑三号汤(200ml)
7255||1,CY0570,心脑一号汤(200ml)
7256||1,CY0571,杏仁(克)
7257||1,CY0572,徐长卿(相当于10克)
7258||1,CY0573,续断(相当于10克)
7259||1,CY0574,旋覆花(相当于10克)
725||1,XY01874,罂粟碱注射液[0.03g*10支]
7260||1,CY0575,旋覆花(克)
7261||1,CY0576,玄参(相当于10克)
7262||1,CY0577,玄参(克)
7263||1,CY0578,血竭(克)
7264||1,CY0579,血余炭(相当于10克)
7265||1,CY0580,盐巴戟天(相当于10克)
7266||1,CY0581,盐补骨脂(相当于10克)
7267||1,CY0582,阳起石（相当于3克)
7268||1,CY0583,阳起石(克)
7269||1,CY0584,野菊花(克)作废
726||1,XY01879,右美托咪定注射液[2ml:200ug]
7270||1,CY0585,夜交藤(克)
7271||1,CY0586,益母草(克)作废
7272||1,CY0587,益智仁(克)
7273||1,CY0588,益智仁(相当于10克)
7274||1,CY0589,茵陈(克)
7275||1,CY0590,茵陈(相当于15克)
7276||1,CY0591,银柴胡(克)作废
7277||1,CY0592,银柴胡(相当于10克)
7278||1,CY0593,淫羊霍(相当于10克)
7279||1,CY0594,淫羊藿(克)作废
727||1,XY01991,左亚叶酸钙粉针(小)[25mg]
7280||1,CY0595,鱼腥草(克)
7281||1,CY0596,鱼腥草(相当于15克)
7282||1,CY0597,炒薏苡仁(克)
7283||1,CY0598,生薏苡仁(克)
7284||1,CY0599,玉竹(相当于10克)
7285||1,CY0600,玉竹(克)作废
7286||1,CY0601,郁金(克)
7287||1,CY0602,郁李仁(克)作废
7288||1,CY0603,郁李仁(相当于10克)
7289||1,CY0604,元胡(克)作废
728||1,XY02004,唑来瞵酸粉针(艾朗)[4mg]
7290||1,CY0605,元明粉(克)
7291||1,CY0606,元肉(克)作废
7292||1,CY0607,远志(克)
7293||1,CY0608,远志(相当于6克)
7294||1,CY0609,茯苓(克)
7295||1,CY0610,茯苓皮(克)作废
7296||1,CY0611,炒酸枣仁(克)作废
7297||1,CY0612,皂刺(克)
7298||1,CY0613,泽兰(相当于10克)
7299||1,CY0614,泽兰叶(克)作废
729||1,XY00168,氨溴索氯化钠注射液[100ml:30mg]
72||1,XY00667,甘桔冰梅片[0.2g*36片]
7300||1,CY0615,泽泻(克)
7301||1,CY0616,泽泻(相当于10克)
7302||1,CY0617,浙贝母(克)作废
7303||1,CY0619,浙贝母(相当于10克)
7304||1,CY0620,珍珠母(克)
7305||1,CY0621,珍珠母(相当于20克)
7306||1,CY0622,知母(克)
7307||1,CY0623,知母(相当于10(克)
7308||1,CY0624,制白附子（相当于3克)
7309||1,CY0625,制何首乌(相当于10克)
730||1,XY00310,(高危B)长春瑞滨注射液(盖诺)[1ml:10mg]
7310||1,CY0626,炙甘草（相当于10克)
7311||1,CY0628,炙黄芪(相当于10克)
7312||1,CY0629,重楼(相当于9克)
7313||1,CY0630,重楼(克)作废
7314||1,CY0631,朱砂(克)作废
7315||1,CY0632,猪苓(相当于10克)
7316||1,CY0633,猪苓(克)作废
7317||1,CY0634,竹茹(克)
7318||1,CY0635,竹茹(相当于10克)
7319||1,CY0636,竹叶(克)
731||1,XY00805,(高危B)吉西他滨粉针(泽菲)[200mg]
7320||1,CY0637,紫草(相当于6克)
7321||1,CY0638,紫草(克)
7322||1,CY0639,紫花地丁(相当于10克)
7323||1,CY0640,紫石英(相当于10克)
7324||1,CY0641,紫苏(克)
7325||1,CY0642,紫苏梗(相当于10克)
7326||1,CY0643,紫苏叶(相当于10克)
7327||1,CY0644,紫菀(克)
7328||1,CY0645,诃子(相当于10克)
7329||1,CY0646,芡实(克)作废
732||1,XY00968,雷贝拉唑肠溶片(瑞波特)[10mg*7片]
7330||1,CY0647,芡实(相当于10克)
7331||1,CY0648,茜草(相当于10克)
7332||1,CY0649,茜草(克)作废
7333||1,CY0650,茜草炭(相当于10克)
7334||1,CY0651,荜茇(克)作废
7335||1,CY0652,茯神(相当于10克)
7336||1,CY0653,茯神(克)
7337||1,CY0654,茯苓(相当于10克)
7338||1,CY0655,茯苓皮(相当于10克)
7339||1,CY0656,莪术(克)作废
733||1,XY01157,莫沙必利片(瑞琪)[5mg*24片]
7340||1,CY0657,葶苈子(克)作废
7341||1,CY0658,葶苈子(相当于10克)
7342||1,CY0659,蒺藜(相当于10克)
7343||1,CY0660,薤白(克)
7344||1,CY0661,薏苡仁(相当于15克)
7345||1,CY0662,藁本(相当于10克)
7346||1,CY0663,藁本(克)
7347||1,CY0664,琥珀(克)
7348||1,CY0665,琥珀（相当于3克)
7349||1,CY0666,枇杷叶(克)
734||1,XY01234,培美曲塞二钠[0.2g]
7350||1,CY0667,枳壳(克)作废
7351||1,CY0668,枳实(相当于6克)
7352||1,CY0669,枳实(克)作废
7353||1,CY0670,炒栀子(克)
7354||1,CY0671,栀子(相当于10克)
7355||1,CY0672,生栀子(克)
7356||1,CY0673,枸杞子(相当于10克)
7357||1,CY0674,生槟榔(相当于10克)
7358||1,CY0675,橘核(相当于10克)
7359||1,CY0676,橘红(克)作废
735||1,XY01378,瑞格列奈片(孚来迪)[0.5mg*30片]
